complaint_id,customer_id,complaint_date,complaint_type,resolution_status,resolution_days
COMP100427,CUST100312,2026-01-23,Network Issue,Resolved,4
COMP100428,CUST100313,2026-01-19,Service Quality,Resolved,3
COMP100429,CUST100314,2025-09-17,Service Quality,Resolved,4
COMP100430,CUST100314,2025-08-16,Billing Issue,Resolved,4
COMP100431,CUST100314,2025-08-20,Network Issue,Resolved,11
COMP100432,CUST100314,2025-10-16,Service Quality,Pending,3
COMP100433,CUST100315,2025-08-07,Service Quality,Resolved,4
COMP100434,CUST100318,2025-09-13,Service Quality,Pending,5
COMP100435,CUST100318,2025-12-11,Billing Issue,Resolved,5
COMP100436,CUST100318,2026-01-21,Billing Issue,Resolved,1
COMP100437,CUST100322,2025-10-21,Billing Issue,Pending,3
COMP100438,CUST100322,2025-08-09,Data/Speed Issue,Resolved,6
COMP100439,CUST100322,2025-12-21,Data/Speed Issue,Pending,1
COMP100440,CUST100322,2025-10-16,Network Issue,Resolved,1
COMP100441,CUST100323,2025-09-25,Service Quality,Resolved,3
COMP100442,CUST100323,2025-12-30,Service Quality,Resolved,5
COMP100443,CUST100324,2025-08-18,Billing Issue,Pending,12
COMP100444,CUST100324,2025-08-11,Data/Speed Issue,Resolved,7
COMP100445,CUST100324,2025-09-10,Data/Speed Issue,Pending,5
COMP100446,CUST100324,2025-11-02,Billing Issue,Resolved,9
COMP100447,CUST100325,2025-08-22,Network Issue,Resolved,4
COMP100448,CUST100325,2025-09-24,Billing Issue,Resolved,7
COMP100449,CUST100326,2026-01-16,Network Issue,Resolved,6
COMP100450,CUST100328,2025-10-09,Network Issue,Pending,7
COMP100451,CUST100328,2026-01-02,Data/Speed Issue,Resolved,4
COMP100452,CUST100328,2026-01-23,Service Quality,Pending,5
COMP100453,CUST100328,2025-12-29,Network Issue,Resolved,6
COMP100454,CUST100329,2025-10-13,Other,Resolved,1
COMP100455,CUST100329,2025-12-03,Network Issue,Resolved,2
COMP100456,CUST100330,2025-10-29,Service Quality,Resolved,3
COMP100457,CUST100330,2025-10-22,Network Issue,Resolved,5
COMP100458,CUST100330,2025-10-02,Service Quality,Resolved,3
COMP100459,CUST100331,2025-10-19,Service Quality,Resolved,5
COMP100460,CUST100333,2025-10-02,Service Quality,Resolved,4
COMP100461,CUST100334,2025-08-21,Data/Speed Issue,Resolved,7
COMP100462,CUST100334,2025-09-06,Network Issue,Pending,4
COMP100463,CUST100334,2025-09-01,Network Issue,Resolved,14
COMP100464,CUST100334,2026-01-11,Network Issue,Resolved,6
COMP100465,CUST100335,2025-09-20,Network Issue,Pending,11
COMP100466,CUST100335,2025-12-22,Data/Speed Issue,Pending,8
COMP100467,CUST100335,2025-09-24,Data/Speed Issue,Resolved,10
COMP100468,CUST100336,2025-10-23,Network Issue,Resolved,9
COMP100469,CUST100336,2025-10-09,Billing Issue,Pending,5
COMP100470,CUST100336,2025-11-13,Service Quality,Pending,7
COMP100471,CUST100336,2025-08-04,Service Quality,Resolved,10
COMP100472,CUST100338,2025-12-25,Network Issue,Resolved,6
COMP100473,CUST100339,2026-01-01,Billing Issue,Resolved,4
COMP100474,CUST100339,2025-09-24,Billing Issue,Resolved,6
COMP100475,CUST100340,2025-09-22,Network Issue,Resolved,1
COMP100476,CUST100340,2025-08-10,Service Quality,Resolved,4
COMP100477,CUST100340,2025-10-04,Billing Issue,Resolved,2
COMP100478,CUST100341,2025-12-08,Billing Issue,Resolved,4
COMP100479,CUST100341,2025-10-29,Billing Issue,Resolved,1
COMP100480,CUST100342,2025-09-14,Other,Resolved,1
COMP100481,CUST100342,2025-09-06,Data/Speed Issue,Resolved,3
COMP100482,CUST100343,2025-11-30,Network Issue,Resolved,6
COMP100483,CUST100343,2025-12-31,Other,Resolved,13
COMP100484,CUST100343,2025-09-15,Billing Issue,Resolved,14
COMP100485,CUST100343,2025-08-26,Service Quality,Pending,14
COMP100486,CUST100344,2025-12-03,Data/Speed Issue,Resolved,1
COMP100487,CUST100344,2025-10-10,Other,Resolved,1
COMP100488,CUST100344,2025-11-04,Billing Issue,Pending,1
COMP100489,CUST100345,2025-12-05,Service Quality,Resolved,5
COMP100490,CUST100346,2026-01-08,Billing Issue,Resolved,4
COMP100491,CUST100346,2025-11-11,Billing Issue,Resolved,6
COMP100492,CUST100346,2025-11-30,Network Issue,Resolved,1
COMP100493,CUST100348,2025-09-14,Other,Pending,3
COMP100494,CUST100349,2025-08-23,Service Quality,Resolved,6
COMP100495,CUST100349,2025-11-08,Other,Resolved,6
COMP100496,CUST100350,2025-11-23,Data/Speed Issue,Resolved,2
COMP100497,CUST100351,2025-08-05,Other,Resolved,1
COMP100498,CUST100352,2025-09-20,Billing Issue,Pending,5
COMP100499,CUST100352,2025-08-21,Other,Pending,9
COMP100500,CUST100352,2026-01-04,Other,Pending,14
COMP100501,CUST100353,2025-09-13,Billing Issue,Resolved,7
COMP100502,CUST100353,2025-12-05,Network Issue,Resolved,9
COMP100503,CUST100353,2025-12-07,Other,Resolved,11
COMP100504,CUST100353,2025-12-20,Service Quality,Resolved,11
COMP100505,CUST100356,2025-10-22,Service Quality,Resolved,3
COMP100506,CUST100356,2025-12-03,Billing Issue,Resolved,2
COMP100507,CUST100357,2025-10-05,Billing Issue,Resolved,10
COMP100508,CUST100357,2025-12-01,Service Quality,Pending,3
COMP100509,CUST100357,2025-09-02,Data/Speed Issue,Resolved,10
COMP100510,CUST100357,2026-01-26,Data/Speed Issue,Pending,5
COMP100511,CUST100359,2025-12-04,Service Quality,Resolved,10
COMP100512,CUST100359,2025-08-19,Billing Issue,Pending,3
COMP100513,CUST100359,2025-10-10,Data/Speed Issue,Resolved,5
COMP100514,CUST100359,2025-11-13,Data/Speed Issue,Pending,4
COMP100515,CUST100360,2025-08-09,Service Quality,Pending,11
COMP100516,CUST100360,2025-08-10,Network Issue,Pending,9
COMP100517,CUST100361,2026-01-05,Network Issue,Resolved,5
COMP100518,CUST100363,2025-09-17,Network Issue,Pending,1
COMP100519,CUST100365,2025-11-10,Data/Speed Issue,Resolved,6
COMP100520,CUST100367,2025-09-14,Billing Issue,Resolved,6
COMP100521,CUST100367,2025-11-02,Billing Issue,Resolved,2
COMP100522,CUST100370,2026-01-18,Network Issue,Resolved,5
COMP100523,CUST100371,2025-10-04,Network Issue,Resolved,4
COMP100524,CUST100372,2026-01-09,Data/Speed Issue,Resolved,6
COMP100525,CUST100372,2025-08-27,Data/Speed Issue,Pending,14
COMP100526,CUST100372,2025-11-11,Billing Issue,Pending,12
COMP100527,CUST100372,2025-08-04,Billing Issue,Resolved,12
COMP100528,CUST100372,2025-12-03,Service Quality,Resolved,13
COMP100529,CUST100375,2025-12-29,Billing Issue,Resolved,1
COMP100530,CUST100375,2025-08-17,Data/Speed Issue,Resolved,6
COMP100531,CUST100376,2025-11-05,Network Issue,Resolved,4
COMP100532,CUST100376,2025-11-30,Network Issue,Resolved,4
COMP100533,CUST100376,2025-12-29,Service Quality,Resolved,5
COMP100534,CUST100376,2026-01-03,Billing Issue,Resolved,2
COMP100535,CUST100378,2025-10-12,Billing Issue,Resolved,4
COMP100536,CUST100378,2025-12-29,Billing Issue,Pending,4
COMP100537,CUST100380,2025-09-28,Billing Issue,Resolved,3
COMP100538,CUST100381,2025-12-10,Other,Resolved,5
COMP100539,CUST100382,2026-01-10,Data/Speed Issue,Resolved,4
COMP100540,CUST100382,2025-11-20,Billing Issue,Resolved,6
COMP100541,CUST100382,2025-09-26,Other,Resolved,6
COMP100542,CUST100383,2025-09-02,Billing Issue,Resolved,1
COMP100543,CUST100383,2025-10-21,Service Quality,Resolved,3
COMP100544,CUST100386,2025-10-22,Billing Issue,Pending,6
COMP100545,CUST100386,2025-10-06,Other,Resolved,1
COMP100546,CUST100387,2026-01-28,Other,Resolved,3
COMP100547,CUST100388,2025-12-29,Billing Issue,Resolved,13
COMP100548,CUST100389,2025-12-06,Billing Issue,Resolved,1
COMP100549,CUST100390,2025-09-02,Network Issue,Resolved,5
COMP100550,CUST100390,2026-01-04,Service Quality,Resolved,5
COMP100551,CUST100391,2025-08-21,Data/Speed Issue,Resolved,7
COMP100552,CUST100391,2025-09-10,Billing Issue,Resolved,10
COMP100553,CUST100391,2025-09-09,Other,Resolved,11
COMP100554,CUST100392,2025-11-18,Data/Speed Issue,Resolved,1
COMP100555,CUST100393,2025-12-29,Network Issue,Resolved,14
COMP100556,CUST100394,2025-10-01,Network Issue,Pending,8
COMP100557,CUST100395,2025-08-19,Data/Speed Issue,Resolved,2
COMP100558,CUST100399,2025-10-20,Network Issue,Resolved,3
COMP100559,CUST100399,2025-08-29,Data/Speed Issue,Resolved,1
COMP100560,CUST100399,2025-12-06,Service Quality,Resolved,1
COMP100561,CUST100400,2025-08-15,Service Quality,Resolved,3
COMP100562,CUST100400,2025-08-16,Data/Speed Issue,Resolved,4
COMP100563,CUST100400,2025-09-23,Billing Issue,Resolved,5
COMP100564,CUST100401,2026-01-17,Other,Resolved,2
COMP100565,CUST100402,2025-12-03,Other,Resolved,1
COMP100566,CUST100402,2025-12-13,Other,Pending,3
COMP100567,CUST100402,2025-09-09,Billing Issue,Resolved,5
COMP100568,CUST100403,2025-12-21,Network Issue,Resolved,3
COMP100569,CUST100403,2025-12-06,Billing Issue,Resolved,6
COMP100570,CUST100403,2026-01-13,Billing Issue,Pending,6
COMP100571,CUST100403,2026-01-02,Data/Speed Issue,Resolved,11
COMP100572,CUST100403,2026-01-01,Network Issue,Resolved,9
COMP100573,CUST100404,2025-11-14,Data/Speed Issue,Pending,3
COMP100574,CUST100405,2025-12-14,Billing Issue,Pending,12
COMP100575,CUST100405,2025-12-24,Data/Speed Issue,Resolved,7
COMP100576,CUST100407,2026-01-15,Service Quality,Resolved,2
COMP100577,CUST100409,2025-11-04,Service Quality,Resolved,4
COMP100578,CUST100410,2025-09-21,Network Issue,Resolved,2
COMP100579,CUST100412,2025-12-03,Service Quality,Resolved,3
COMP100580,CUST100413,2025-10-24,Service Quality,Resolved,3
COMP100581,CUST100416,2025-08-17,Service Quality,Resolved,3
COMP100582,CUST100417,2025-10-14,Billing Issue,Resolved,3
COMP100583,CUST100418,2026-01-21,Data/Speed Issue,Resolved,2
COMP100584,CUST100419,2025-08-11,Service Quality,Resolved,5
COMP100585,CUST100419,2025-12-23,Network Issue,Resolved,3
COMP100586,CUST100420,2025-12-19,Data/Speed Issue,Pending,12
COMP100587,CUST100420,2025-10-19,Network Issue,Pending,5
COMP100588,CUST100421,2025-10-11,Billing Issue,Pending,2
COMP100589,CUST100421,2026-01-12,Billing Issue,Resolved,6
COMP100590,CUST100421,2026-01-24,Service Quality,Resolved,1
COMP100591,CUST100421,2025-09-12,Data/Speed Issue,Resolved,6
COMP100592,CUST100426,2025-10-18,Network Issue,Resolved,10
COMP100593,CUST100426,2025-08-08,Service Quality,Pending,5
COMP100594,CUST100428,2026-01-23,Billing Issue,Resolved,4
COMP100595,CUST100428,2025-12-12,Network Issue,Pending,6
COMP100596,CUST100428,2025-12-24,Billing Issue,Resolved,3
COMP100597,CUST100431,2025-12-05,Billing Issue,Resolved,2
COMP100598,CUST100432,2025-11-13,Network Issue,Pending,13
COMP100599,CUST100432,2025-11-28,Billing Issue,Pending,11
COMP100600,CUST100435,2025-11-08,Billing Issue,Resolved,6
COMP100601,CUST100436,2025-09-09,Billing Issue,Pending,1
COMP100602,CUST100437,2026-01-02,Network Issue,Resolved,2
COMP100603,CUST100437,2025-10-14,Billing Issue,Pending,6
COMP100604,CUST100438,2025-10-09,Service Quality,Pending,5
COMP100605,CUST100438,2025-12-03,Network Issue,Resolved,11
COMP100606,CUST100438,2025-09-08,Other,Resolved,7
COMP100607,CUST100439,2026-01-11,Data/Speed Issue,Pending,5
COMP100608,CUST100441,2025-08-28,Billing Issue,Resolved,6
COMP100609,CUST100441,2026-01-27,Billing Issue,Pending,4
COMP100610,CUST100441,2025-10-06,Network Issue,Resolved,5
COMP100611,CUST100443,2025-09-07,Network Issue,Resolved,5
COMP100612,CUST100443,2025-08-28,Other,Resolved,6
COMP100613,CUST100443,2025-09-30,Service Quality,Resolved,6
COMP100614,CUST100445,2025-08-31,Service Quality,Pending,1
COMP100615,CUST100445,2026-01-14,Billing Issue,Resolved,2
COMP100616,CUST100445,2025-11-05,Billing Issue,Resolved,1
COMP100617,CUST100446,2025-11-16,Billing Issue,Pending,9
COMP100618,CUST100447,2025-10-12,Service Quality,Resolved,6
COMP100619,CUST100447,2025-08-21,Service Quality,Resolved,3
COMP100620,CUST100447,2025-12-16,Other,Resolved,5
COMP100621,CUST100449,2025-12-12,Billing Issue,Resolved,4
COMP100622,CUST100449,2025-12-12,Data/Speed Issue,Resolved,12
COMP100623,CUST100452,2025-08-31,Billing Issue,Pending,13
COMP100624,CUST100452,2025-08-11,Network Issue,Resolved,5
COMP100625,CUST100452,2025-12-09,Data/Speed Issue,Resolved,5
COMP100626,CUST100454,2025-08-10,Network Issue,Resolved,2
COMP100627,CUST100455,2025-09-29,Data/Speed Issue,Resolved,4
COMP100628,CUST100456,2025-10-06,Service Quality,Resolved,4
COMP100629,CUST100456,2025-11-24,Data/Speed Issue,Pending,2
COMP100630,CUST100459,2025-09-29,Data/Speed Issue,Pending,8
COMP100631,CUST100462,2025-12-28,Billing Issue,Resolved,6
COMP100632,CUST100462,2025-09-17,Billing Issue,Resolved,6
COMP100633,CUST100463,2025-11-30,Billing Issue,Resolved,2
COMP100634,CUST100463,2025-12-03,Billing Issue,Resolved,5
COMP100635,CUST100463,2025-10-22,Network Issue,Resolved,1
COMP100636,CUST100465,2026-01-18,Service Quality,Resolved,12
COMP100637,CUST100465,2026-01-05,Billing Issue,Resolved,5
COMP100638,CUST100465,2025-10-08,Billing Issue,Resolved,6
COMP100639,CUST100466,2025-09-23,Network Issue,Resolved,5
COMP100640,CUST100468,2025-08-30,Data/Speed Issue,Resolved,6
COMP100641,CUST100471,2025-09-08,Data/Speed Issue,Resolved,4
COMP100642,CUST100471,2025-10-21,Data/Speed Issue,Resolved,1
COMP100643,CUST100471,2025-12-12,Service Quality,Resolved,3
COMP100644,CUST100471,2025-11-16,Service Quality,Resolved,5
COMP100645,CUST100473,2026-01-08,Other,Pending,14
COMP100646,CUST100473,2025-12-11,Billing Issue,Pending,10
COMP100647,CUST100473,2025-11-04,Data/Speed Issue,Pending,9
COMP100648,CUST100473,2025-10-11,Data/Speed Issue,Pending,14
COMP100649,CUST100475,2025-10-23,Data/Speed Issue,Pending,4
COMP100650,CUST100475,2025-10-16,Network Issue,Resolved,5
COMP100651,CUST100475,2025-10-25,Billing Issue,Resolved,4
COMP100652,CUST100478,2025-10-18,Other,Pending,6
COMP100653,CUST100478,2026-01-03,Billing Issue,Resolved,4
COMP100654,CUST100478,2025-08-14,Service Quality,Resolved,3
COMP100655,CUST100481,2025-10-31,Other,Resolved,4
COMP100656,CUST100481,2025-10-10,Data/Speed Issue,Pending,6
COMP100657,CUST100484,2025-10-23,Network Issue,Resolved,5
COMP100658,CUST100486,2025-09-15,Network Issue,Pending,2
COMP100659,CUST100486,2025-10-24,Service Quality,Resolved,5
COMP100660,CUST100486,2025-10-13,Billing Issue,Resolved,3
COMP100661,CUST100487,2025-10-22,Service Quality,Resolved,1
COMP100662,CUST100488,2025-10-08,Service Quality,Resolved,3
COMP100663,CUST100488,2025-12-02,Network Issue,Resolved,5
COMP100664,CUST100488,2025-10-17,Data/Speed Issue,Resolved,6
COMP100665,CUST100490,2025-12-15,Network Issue,Resolved,2
COMP100666,CUST100490,2025-10-18,Network Issue,Resolved,6
COMP100667,CUST100490,2026-01-03,Billing Issue,Resolved,5
COMP100668,CUST100492,2025-08-16,Network Issue,Pending,12
COMP100669,CUST100492,2025-12-05,Billing Issue,Resolved,13
COMP100670,CUST100492,2025-10-02,Network Issue,Pending,13
COMP100671,CUST100492,2025-11-11,Data/Speed Issue,Resolved,4
COMP100672,CUST100494,2025-12-09,Service Quality,Resolved,5
COMP100673,CUST100494,2025-08-08,Data/Speed Issue,Resolved,2
COMP100674,CUST100495,2026-01-12,Service Quality,Pending,8
COMP100675,CUST100495,2026-01-23,Data/Speed Issue,Resolved,4
COMP100676,CUST100495,2025-12-18,Other,Resolved,4
COMP100677,CUST100496,2025-08-16,Other,Resolved,4
COMP100678,CUST100497,2025-10-24,Service Quality,Resolved,3
COMP100679,CUST100497,2025-08-06,Billing Issue,Resolved,4
COMP100680,CUST100497,2025-12-30,Network Issue,Resolved,3
COMP100681,CUST100497,2025-10-25,Network Issue,Resolved,1
COMP100682,CUST100498,2025-12-04,Service Quality,Resolved,3
COMP100683,CUST100500,2026-01-29,Billing Issue,Resolved,7
COMP100684,CUST100500,2025-10-30,Data/Speed Issue,Resolved,4
COMP100685,CUST100500,2025-10-26,Data/Speed Issue,Resolved,9
COMP100686,CUST100500,2025-10-09,Data/Speed Issue,Resolved,6
COMP100687,CUST100502,2025-10-28,Network Issue,Resolved,4
COMP100688,CUST100503,2025-09-14,Network Issue,Resolved,3
COMP100689,CUST100504,2025-12-31,Billing Issue,Resolved,1
COMP100690,CUST100504,2025-09-01,Data/Speed Issue,Resolved,4
COMP100691,CUST100505,2025-12-20,Billing Issue,Resolved,4
COMP100692,CUST100505,2026-01-24,Network Issue,Resolved,11
COMP100693,CUST100505,2026-01-23,Data/Speed Issue,Resolved,4
COMP100694,CUST100507,2025-12-25,Data/Speed Issue,Resolved,9
COMP100695,CUST100508,2025-10-27,Service Quality,Pending,6
COMP100696,CUST100509,2026-01-09,Billing Issue,Resolved,2
COMP100697,CUST100509,2026-01-26,Data/Speed Issue,Resolved,2
COMP100698,CUST100509,2025-08-15,Data/Speed Issue,Resolved,6
COMP100699,CUST100509,2025-09-09,Data/Speed Issue,Resolved,6
COMP100700,CUST100511,2025-12-30,Billing Issue,Resolved,2
COMP100701,CUST100514,2025-08-27,Data/Speed Issue,Resolved,3
COMP100702,CUST100515,2025-10-26,Network Issue,Resolved,2
COMP100703,CUST100516,2025-10-08,Service Quality,Resolved,2
COMP100704,CUST100516,2026-01-01,Data/Speed Issue,Resolved,5
COMP100705,CUST100517,2026-01-30,Service Quality,Pending,5
COMP100706,CUST100517,2025-09-01,Network Issue,Pending,9
COMP100707,CUST100519,2025-11-05,Service Quality,Resolved,5
COMP100708,CUST100521,2025-09-29,Data/Speed Issue,Pending,2
COMP100709,CUST100522,2025-08-17,Other,Resolved,1
COMP100710,CUST100523,2025-09-28,Network Issue,Pending,7
COMP100711,CUST100523,2025-08-22,Network Issue,Pending,8
COMP100712,CUST100523,2025-12-18,Service Quality,Pending,7
COMP100713,CUST100523,2026-01-15,Service Quality,Pending,10
COMP100714,CUST100524,2025-09-04,Billing Issue,Resolved,2
COMP100715,CUST100524,2026-01-24,Data/Speed Issue,Resolved,5
COMP100716,CUST100525,2025-08-29,Data/Speed Issue,Pending,4
COMP100717,CUST100526,2025-11-02,Network Issue,Pending,13
COMP100718,CUST100527,2025-10-14,Service Quality,Resolved,2
COMP100719,CUST100527,2025-10-16,Service Quality,Resolved,5
COMP100720,CUST100528,2025-11-27,Network Issue,Resolved,2
COMP100721,CUST100528,2025-12-03,Data/Speed Issue,Resolved,2
COMP100722,CUST100528,2025-10-26,Service Quality,Resolved,4
COMP100723,CUST100528,2025-08-21,Data/Speed Issue,Pending,5
COMP100724,CUST100528,2025-09-11,Service Quality,Pending,3
COMP100725,CUST100529,2025-11-10,Billing Issue,Resolved,4
COMP100726,CUST100529,2025-09-20,Network Issue,Resolved,8
COMP100727,CUST100529,2025-12-18,Network Issue,Pending,3
COMP100728,CUST100529,2025-09-24,Data/Speed Issue,Resolved,14
COMP100729,CUST100529,2025-10-10,Billing Issue,Resolved,13
COMP100730,CUST100531,2025-12-21,Service Quality,Pending,2
COMP100731,CUST100531,2025-09-07,Billing Issue,Resolved,4
COMP100732,CUST100531,2025-08-15,Network Issue,Pending,4
COMP100733,CUST100532,2025-11-24,Service Quality,Pending,4
COMP100734,CUST100532,2025-10-04,Data/Speed Issue,Resolved,3
COMP100735,CUST100532,2025-09-06,Data/Speed Issue,Resolved,4
COMP100736,CUST100533,2025-12-18,Service Quality,Resolved,5
COMP100737,CUST100533,2025-09-15,Data/Speed Issue,Resolved,1
COMP100738,CUST100533,2026-01-26,Billing Issue,Resolved,4
COMP100739,CUST100534,2025-12-17,Network Issue,Resolved,4
COMP100740,CUST100536,2025-10-08,Network Issue,Resolved,7
COMP100741,CUST100536,2025-08-13,Billing Issue,Resolved,14
COMP100742,CUST100537,2025-10-10,Data/Speed Issue,Pending,8
COMP100743,CUST100537,2025-12-20,Billing Issue,Resolved,7
COMP100744,CUST100538,2025-11-16,Billing Issue,Pending,3
COMP100745,CUST100538,2025-08-28,Service Quality,Resolved,5
COMP100746,CUST100538,2025-12-15,Network Issue,Resolved,2
COMP100747,CUST100539,2025-10-13,Billing Issue,Resolved,4
COMP100748,CUST100540,2025-11-21,Network Issue,Resolved,1
COMP100749,CUST100540,2025-10-09,Billing Issue,Resolved,4
COMP100750,CUST100540,2025-12-19,Service Quality,Resolved,2
COMP100751,CUST100540,2025-11-22,Billing Issue,Resolved,3
COMP100752,CUST100542,2025-08-27,Data/Speed Issue,Resolved,1
COMP100753,CUST100544,2025-10-25,Billing Issue,Resolved,5
COMP100754,CUST100544,2025-09-20,Service Quality,Resolved,14
COMP100755,CUST100546,2025-09-23,Billing Issue,Resolved,4
COMP100756,CUST100546,2025-12-08,Data/Speed Issue,Resolved,3
COMP100757,CUST100547,2026-01-27,Service Quality,Resolved,2
COMP100758,CUST100549,2025-09-20,Network Issue,Resolved,5
COMP100759,CUST100549,2025-10-10,Service Quality,Resolved,5
COMP100760,CUST100549,2025-12-07,Network Issue,Resolved,3
COMP100761,CUST100550,2025-12-14,Network Issue,Resolved,6
COMP100762,CUST100550,2025-09-19,Billing Issue,Resolved,5
COMP100763,CUST100553,2025-09-25,Billing Issue,Resolved,4
COMP100764,CUST100554,2025-11-01,Service Quality,Pending,8
COMP100765,CUST100554,2025-11-03,Billing Issue,Resolved,4
COMP100766,CUST100555,2025-08-25,Data/Speed Issue,Resolved,2
COMP100767,CUST100555,2025-11-22,Other,Resolved,3
COMP100768,CUST100556,2025-11-10,Service Quality,Resolved,4
COMP100769,CUST100556,2026-01-21,Network Issue,Resolved,4
COMP100770,CUST100557,2025-11-04,Service Quality,Resolved,6
