customer_id,city,age,gender,plan_type,contract_type,tenure_months,monthly_charges
CUST100405,Noida,55,Male,Prepaid,No Contract,11,253.57
CUST100406,Gurgaon,35,Male,Broadband,Month-to-Month,14,1543.31
CUST100407,Delhi,59,Male,Prepaid,No Contract,5,260.66
CUST100408,Pune,24,Female,Prepaid,No Contract,11,461.89
CUST100409,Delhi,21,Male,Postpaid,1-Year,36,1466.71
CUST100410,Gurgaon,61,Male,Postpaid,2-Year,39,1171.57
CUST100411,Pune,57,Female,Postpaid,Month-to-Month,21,1468.12
CUST100412,Pune,58,Male,Postpaid,Month-to-Month,22,931.16
CUST100413,Mumbai,27,Male,Postpaid,1-Year,26,601.16
CUST100414,Bangalore,58,Female,Broadband,2-Year,13,1394.13
CUST100415,Mumbai,45,Male,Prepaid,No Contract,36,374.81
CUST100416,Gurgaon,47,Female,Broadband,Month-to-Month,21,2388.56
CUST100417,Gurgaon,41,Female,Postpaid,2-Year,19,1378.42
CUST100418,Bangalore,53,Other,Postpaid,2-Year,15,561.23
CUST100419,Noida,33,Female,Postpaid,Month-to-Month,5,1057.56
CUST100420,Noida,50,Male,Broadband,Month-to-Month,4,1692.23
CUST100421,Noida,27,Male,Postpaid,1-Year,8,1146.17
CUST100422,Delhi,65,Female,Postpaid,2-Year,33,995.54
CUST100423,Mumbai,38,Female,Prepaid,No Contract,35,459.54
CUST100424,Delhi,44,Female,Postpaid,1-Year,43,1123.23
CUST100425,Mumbai,38,Male,Broadband,Month-to-Month,2,1363.91
CUST100426,Mumbai,44,Female,Postpaid,Month-to-Month,20,894.38
CUST100427,Noida,49,Male,Postpaid,1-Year,22,700.34
CUST100428,Gurgaon,22,Female,Prepaid,No Contract,20,448.67
CUST100429,Delhi,52,Female,Broadband,Month-to-Month,22,1953.65
CUST100430,Delhi,39,Male,Prepaid,No Contract,11,440.63
CUST100431,Noida,53,Male,Broadband,2-Year,59,2252.61
CUST100432,Bangalore,27,Female,Prepaid,No Contract,3,454.97
CUST100433,Delhi,51,Female,Prepaid,No Contract,7,442.86
CUST100434,Delhi,23,Female,Prepaid,No Contract,17,406.78
CUST100435,Bangalore,31,Female,Broadband,1-Year,35,1244.84
CUST100436,Delhi,54,Female,Broadband,1-Year,26,1199.69
CUST100437,Noida,36,Female,Prepaid,No Contract,31,291.33
CUST100438,Bangalore,49,Male,Postpaid,Month-to-Month,15,880.13
CUST100439,Delhi,37,Female,Postpaid,2-Year,71,1248.54
CUST100440,Delhi,38,Male,Prepaid,No Contract,22,273.45
CUST100441,Pune,32,Female,Broadband,Month-to-Month,10,1836.09
CUST100442,Gurgaon,34,Female,Prepaid,No Contract,12,296.08
CUST100443,Gurgaon,61,Male,Postpaid,1-Year,32,1330.91
CUST100444,Noida,62,Male,Broadband,Month-to-Month,16,1887.31
CUST100445,Pune,41,Female,Postpaid,Month-to-Month,6,1149.19
CUST100446,Pune,38,Female,Prepaid,No Contract,31,210.94
CUST100447,Noida,65,Male,Prepaid,No Contract,30,295.11
CUST100448,Gurgaon,32,Male,Prepaid,No Contract,3,488.58
CUST100449,Delhi,28,Male,Prepaid,No Contract,20,456.25
CUST100450,Noida,54,Male,Postpaid,Month-to-Month,4,1116.73
CUST100451,Mumbai,47,Female,Postpaid,2-Year,63,706.6
CUST100452,Mumbai,35,Female,Prepaid,No Contract,22,329.08
CUST100453,Pune,45,Female,Prepaid,No Contract,25,262.3
CUST100454,Delhi,30,Male,Postpaid,Month-to-Month,17,900.96
CUST100455,Mumbai,60,Male,Prepaid,No Contract,15,435.32
CUST100456,Delhi,27,Male,Prepaid,No Contract,10,433.2
CUST100457,Mumbai,64,Male,Prepaid,No Contract,14,204.6
CUST100458,Delhi,56,Female,Postpaid,Month-to-Month,7,938.46
CUST100459,Delhi,29,Male,Prepaid,No Contract,35,284.83
CUST100460,Delhi,55,Male,Prepaid,No Contract,2,423.44
CUST100461,Bangalore,58,Female,Prepaid,No Contract,7,413.01
CUST100462,Bangalore,65,Female,Postpaid,Month-to-Month,24,913.2
CUST100463,Mumbai,57,Male,Postpaid,Month-to-Month,14,1498.6
CUST100464,Pune,43,Male,Broadband,Month-to-Month,11,1343.46
CUST100465,Gurgaon,61,Male,Broadband,Month-to-Month,21,1242.74
CUST100466,Gurgaon,36,Male,Prepaid,No Contract,33,456.69
CUST100467,Noida,40,Male,Postpaid,Month-to-Month,14,1331.1
CUST100468,Gurgaon,65,Female,Prepaid,No Contract,26,262.6
CUST100469,Pune,53,Female,Postpaid,Month-to-Month,12,1003.66
CUST100470,Delhi,44,Male,Postpaid,Month-to-Month,15,714.71
CUST100471,Pune,33,Female,Postpaid,1-Year,25,802.29
CUST100472,Delhi,24,Male,Prepaid,No Contract,5,274.19
CUST100473,Noida,30,Female,Postpaid,1-Year,27,778.58
CUST100474,Mumbai,29,Female,Postpaid,Month-to-Month,5,1325.19
CUST100475,Pune,44,Female,Prepaid,No Contract,22,289.69
CUST100476,Delhi,50,Male,Prepaid,No Contract,33,306.15
CUST100477,Mumbai,48,Female,Postpaid,Month-to-Month,7,1320.97
CUST100478,Pune,28,Female,Prepaid,No Contract,35,210.43
CUST100479,Mumbai,34,Male,Prepaid,No Contract,1,392.17
CUST100480,Bangalore,55,Male,Prepaid,No Contract,4,213.06
CUST100481,Bangalore,19,Male,Prepaid,No Contract,16,483.14
CUST100482,Mumbai,20,Male,Postpaid,Month-to-Month,16,1166.54
CUST100483,Bangalore,51,Male,Prepaid,No Contract,18,403.77
CUST100484,Mumbai,49,Female,Broadband,1-Year,16,2219.85
CUST100485,Pune,41,Male,Prepaid,No Contract,34,267.0
CUST100486,Delhi,41,Male,Broadband,Month-to-Month,13,1555.83
CUST100487,Gurgaon,30,Male,Prepaid,No Contract,9,442.71
CUST100488,Pune,39,Male,Prepaid,No Contract,3,406.64
CUST100489,Noida,36,Female,Broadband,Month-to-Month,14,1375.06
CUST100490,Mumbai,47,Female,Postpaid,1-Year,6,1003.38
CUST100491,Bangalore,56,Male,Postpaid,Month-to-Month,10,1285.68
CUST100492,Gurgaon,38,Male,Postpaid,Month-to-Month,8,848.89
CUST100493,Delhi,65,Female,Broadband,Month-to-Month,6,1960.02
CUST100494,Mumbai,40,Female,Broadband,Month-to-Month,16,1047.52
CUST100495,Gurgaon,33,Female,Broadband,1-Year,23,1612.55
CUST100496,Mumbai,59,Male,Broadband,1-Year,14,2353.2
CUST100497,Delhi,24,Female,Prepaid,No Contract,23,424.27
CUST100498,Pune,37,Male,Prepaid,No Contract,30,301.42
CUST100499,Pune,65,Male,Postpaid,Month-to-Month,15,1489.11
CUST100500,Bangalore,59,Male,Postpaid,1-Year,40,1012.5
CUST100501,Mumbai,31,Male,Prepaid,No Contract,36,458.86
CUST100502,Gurgaon,43,Female,Prepaid,No Contract,25,478.19
CUST100503,Noida,39,Female,Prepaid,No Contract,27,230.2
CUST100504,Bangalore,58,Male,Postpaid,Month-to-Month,22,954.61
CUST100505,Delhi,53,Female,Prepaid,No Contract,33,352.07
CUST100506,Pune,43,Male,Broadband,Month-to-Month,3,1816.0
CUST100507,Noida,29,Female,Broadband,Month-to-Month,7,1468.52
CUST100508,Pune,48,Female,Postpaid,Month-to-Month,23,849.75
CUST100509,Bangalore,57,Female,Prepaid,No Contract,33,370.53
CUST100510,Bangalore,21,Male,Broadband,Month-to-Month,1,881.95
CUST100511,Mumbai,57,Female,Postpaid,Month-to-Month,5,636.86
CUST100512,Pune,44,Male,Postpaid,1-Year,41,987.11
CUST100513,Noida,26,Female,Prepaid,No Contract,26,308.13
CUST100514,Delhi,29,Female,Prepaid,No Contract,3,284.36
CUST100515,Delhi,46,Female,Broadband,Month-to-Month,15,1426.86
CUST100516,Gurgaon,45,Male,Postpaid,Month-to-Month,1,1249.15
CUST100517,Noida,33,Female,Prepaid,No Contract,22,365.75
CUST100518,Pune,25,Male,Prepaid,No Contract,27,221.89
CUST100519,Delhi,64,Female,Postpaid,2-Year,56,1125.68
CUST100520,Mumbai,30,Female,Broadband,Month-to-Month,5,2114.76
CUST100521,Gurgaon,31,Male,Postpaid,1-Year,8,1097.31
CUST100522,Pune,32,Male,Broadband,Month-to-Month,24,828.43
CUST100523,Noida,26,Male,Prepaid,No Contract,24,270.31
CUST100524,Noida,61,Male,Broadband,1-Year,48,1001.1
CUST100525,Mumbai,49,Female,Broadband,Month-to-Month,19,1895.82
CUST100526,Mumbai,39,Female,Postpaid,Month-to-Month,17,1252.4
CUST100527,Gurgaon,42,Female,Broadband,2-Year,16,1850.97
CUST100528,Delhi,58,Female,Prepaid,No Contract,2,205.43
CUST100529,Noida,43,Other,Prepaid,No Contract,6,439.9
CUST100530,Noida,62,Female,Prepaid,No Contract,30,285.0
CUST100531,Pune,46,Male,Broadband,2-Year,38,1370.91
CUST100532,Pune,35,Female,Postpaid,Month-to-Month,1,729.22
CUST100533,Mumbai,53,Female,Postpaid,2-Year,72,882.76
CUST100534,Noida,37,Female,Prepaid,No Contract,23,233.11
CUST100535,Pune,50,Female,Postpaid,Month-to-Month,18,1360.47
CUST100536,Noida,37,Female,Postpaid,Month-to-Month,14,653.94
CUST100537,Gurgaon,20,Male,Prepaid,No Contract,8,356.2
CUST100538,Mumbai,60,Male,Broadband,2-Year,56,830.92
CUST100539,Delhi,51,Female,Postpaid,1-Year,26,567.84
CUST100540,Pune,23,Male,Prepaid,No Contract,33,303.99
CUST100541,Bangalore,48,Female,Postpaid,1-Year,39,773.27
CUST100542,Gurgaon,52,Female,Broadband,Month-to-Month,2,811.72
CUST100543,Bangalore,49,Female,Prepaid,No Contract,13,241.78
CUST100544,Bangalore,59,Male,Broadband,Month-to-Month,1,1119.5
CUST100545,Gurgaon,26,Female,Prepaid,No Contract,23,394.94
CUST100546,Delhi,63,Female,Postpaid,Month-to-Month,10,535.8
CUST100547,Bangalore,65,Female,Broadband,1-Year,43,2179.51
CUST100548,Mumbai,44,Female,Prepaid,No Contract,35,225.82
CUST100549,Noida,41,Female,Broadband,Month-to-Month,5,1702.75
CUST100550,Mumbai,39,Male,Prepaid,No Contract,10,314.73
CUST100551,Noida,47,Female,Broadband,1-Year,23,808.65
CUST100552,Mumbai,53,Male,Prepaid,No Contract,15,351.38
CUST100553,Mumbai,43,Female,Prepaid,No Contract,25,491.56
CUST100554,Noida,19,Female,Prepaid,No Contract,13,474.99
CUST100555,Mumbai,59,Female,Broadband,1-Year,47,1855.8
CUST100556,Delhi,61,Male,Prepaid,No Contract,36,256.92
CUST100557,Delhi,24,Male,Broadband,Month-to-Month,23,2494.78
CUST100558,Noida,44,Female,Prepaid,No Contract,19,395.33
CUST100559,Bangalore,33,Male,Broadband,2-Year,14,2283.75
CUST100560,Bangalore,63,Female,Broadband,1-Year,7,1611.46
CUST100561,Gurgaon,46,Female,Broadband,1-Year,8,1604.98
CUST100562,Delhi,38,Female,Broadband,Month-to-Month,23,1592.15
CUST100563,Delhi,43,Male,Prepaid,No Contract,17,232.71
CUST100564,Gurgaon,35,Male,Broadband,1-Year,37,1085.03
CUST100565,Mumbai,18,Male,Prepaid,No Contract,15,217.3
CUST100566,Gurgaon,19,Female,Prepaid,No Contract,12,471.5
CUST100567,Mumbai,31,Male,Prepaid,No Contract,21,285.69
CUST100568,Pune,55,Male,Postpaid,Month-to-Month,14,851.87
CUST100569,Gurgaon,32,Female,Prepaid,No Contract,25,378.82
CUST100570,Mumbai,53,Female,Prepaid,No Contract,13,295.65
CUST100571,Noida,41,Male,Postpaid,Month-to-Month,18,960.04
CUST100572,Gurgaon,42,Male,Prepaid,No Contract,10,220.48
CUST100573,Bangalore,26,Female,Postpaid,Month-to-Month,6,880.76
CUST100574,Noida,32,Female,Prepaid,No Contract,23,203.12
CUST100575,Pune,54,Male,Postpaid,Month-to-Month,10,1049.51
CUST100576,Delhi,23,Female,Prepaid,No Contract,9,327.93
CUST100577,Pune,60,Male,Postpaid,Month-to-Month,13,1013.45
CUST100578,Mumbai,62,Male,Prepaid,No Contract,21,236.74
CUST100579,Gurgaon,29,Female,Postpaid,1-Year,35,529.16
CUST100580,Mumbai,44,Female,Postpaid,1-Year,25,1460.94
CUST100581,Pune,24,Female,Postpaid,1-Year,10,929.45
CUST100582,Mumbai,45,Male,Broadband,Month-to-Month,20,1591.96
CUST100583,Gurgaon,29,Male,Postpaid,1-Year,18,873.32
CUST100584,Bangalore,59,Male,Broadband,2-Year,30,838.75
CUST100585,Gurgaon,52,Male,Broadband,2-Year,38,1031.56
CUST100586,Delhi,19,Male,Prepaid,No Contract,25,458.14
CUST100587,Delhi,43,Male,Prepaid,No Contract,14,334.45
CUST100588,Delhi,37,Female,Broadband,Month-to-Month,20,2316.5
CUST100589,Delhi,42,Male,Prepaid,No Contract,19,363.55
CUST100590,Delhi,38,Male,Postpaid,1-Year,35,1007.05
CUST100591,Bangalore,18,Female,Prepaid,No Contract,10,202.0
CUST100592,Delhi,45,Female,Postpaid,Month-to-Month,20,1236.98
CUST100593,Gurgaon,55,Male,Postpaid,Month-to-Month,13,1131.26
CUST100594,Noida,30,Male,Prepaid,No Contract,12,209.85
CUST100595,Mumbai,47,Male,Broadband,1-Year,38,809.02
CUST100596,Bangalore,27,Male,Prepaid,No Contract,36,387.54
CUST100597,Delhi,62,Male,Broadband,Month-to-Month,16,1798.04
CUST100598,Delhi,39,Other,Postpaid,Month-to-Month,9,1385.1
CUST100599,Delhi,46,Female,Prepaid,No Contract,14,256.13
CUST100600,Delhi,22,Female,Prepaid,No Contract,2,264.22
CUST100601,Gurgaon,25,Male,Prepaid,No Contract,4,371.42
CUST100602,Delhi,28,Male,Prepaid,No Contract,16,406.34
CUST100603,Delhi,43,Female,Broadband,Month-to-Month,4,2485.73
CUST100604,Delhi,36,Female,Prepaid,No Contract,34,474.48
CUST100605,Mumbai,36,Female,Postpaid,Month-to-Month,4,1289.45
CUST100606,Gurgaon,47,Male,Prepaid,No Contract,8,465.03
CUST100607,Gurgaon,53,Male,Prepaid,No Contract,12,350.8
CUST100608,Mumbai,59,Male,Prepaid,No Contract,17,321.14
CUST100609,Bangalore,26,Female,Broadband,Month-to-Month,8,969.82
CUST100610,Delhi,24,Female,Postpaid,2-Year,43,1076.18
CUST100611,Noida,35,Male,Prepaid,No Contract,17,309.87
CUST100612,Bangalore,26,Female,Prepaid,No Contract,9,457.35
CUST100613,Delhi,23,Female,Prepaid,No Contract,34,237.57
CUST100614,Noida,23,Male,Postpaid,Month-to-Month,6,1279.91
CUST100615,Pune,62,Female,Prepaid,No Contract,20,460.23
CUST100616,Delhi,39,Male,Broadband,1-Year,41,1396.58
CUST100617,Gurgaon,34,Male,Prepaid,No Contract,6,442.53
CUST100618,Noida,32,Female,Prepaid,No Contract,19,371.69
CUST100619,Bangalore,26,Female,Postpaid,2-Year,67,1292.76
CUST100620,Delhi,23,Female,Prepaid,No Contract,7,343.25
CUST100621,Gurgaon,40,Male,Broadband,Month-to-Month,9,1252.38
CUST100622,Gurgaon,34,Female,Prepaid,No Contract,22,356.09
CUST100623,Mumbai,49,Female,Postpaid,Month-to-Month,14,563.47
CUST100624,Bangalore,49,Female,Postpaid,Month-to-Month,23,673.92
CUST100625,Gurgaon,54,Male,Postpaid,1-Year,15,1172.71
CUST100626,Mumbai,20,Female,Postpaid,Month-to-Month,14,706.36
CUST100627,Bangalore,33,Male,Postpaid,1-Year,47,675.36
CUST100628,Delhi,19,Male,Prepaid,No Contract,12,298.55
CUST100629,Gurgaon,20,Female,Broadband,Month-to-Month,17,2193.14
CUST100630,Bangalore,58,Female,Postpaid,1-Year,35,1275.42
CUST100631,Noida,31,Female,Broadband,Month-to-Month,1,1830.35
CUST100632,Mumbai,31,Male,Broadband,Month-to-Month,24,1179.36
CUST100633,Mumbai,47,Female,Postpaid,1-Year,31,609.64
CUST100634,Delhi,57,Female,Postpaid,2-Year,58,567.74
CUST100635,Mumbai,44,Male,Postpaid,2-Year,33,901.12
CUST100636,Mumbai,34,Male,Postpaid,2-Year,18,671.32
CUST100637,Gurgaon,56,Male,Prepaid,No Contract,16,391.65
CUST100638,Gurgaon,26,Male,Prepaid,No Contract,11,308.99
CUST100639,Gurgaon,53,Female,Postpaid,1-Year,22,999.19
CUST100640,Delhi,27,Male,Prepaid,No Contract,7,279.35
CUST100641,Gurgaon,46,Male,Broadband,1-Year,38,1046.77
CUST100642,Gurgaon,21,Male,Prepaid,No Contract,15,469.58
CUST100643,Gurgaon,38,Female,Prepaid,No Contract,8,451.88
CUST100644,Delhi,54,Male,Postpaid,Month-to-Month,5,752.71
CUST100645,Noida,19,Female,Prepaid,No Contract,25,392.35
CUST100646,Mumbai,32,Female,Prepaid,No Contract,36,285.28
CUST100647,Bangalore,45,Female,Prepaid,No Contract,36,249.89
CUST100648,Noida,42,Female,Prepaid,No Contract,19,418.34
CUST100649,Mumbai,43,Female,Prepaid,No Contract,20,347.53
CUST100650,Delhi,26,Female,Prepaid,No Contract,29,275.9
CUST100651,Mumbai,47,Female,Broadband,Month-to-Month,15,1413.08
CUST100652,Mumbai,26,Male,Postpaid,1-Year,45,617.01
CUST100653,Bangalore,18,Female,Postpaid,2-Year,46,847.74
CUST100654,Mumbai,29,Male,Broadband,1-Year,33,2172.8
CUST100655,Delhi,62,Female,Postpaid,2-Year,46,696.04
CUST100656,Gurgaon,30,Female,Prepaid,No Contract,31,405.76
CUST100657,Gurgaon,31,Male,Broadband,Month-to-Month,1,1864.52
CUST100658,Bangalore,27,Female,Prepaid,No Contract,12,201.5
CUST100659,Mumbai,34,Female,Broadband,Month-to-Month,21,1692.4
CUST100660,Gurgaon,34,Female,Prepaid,No Contract,1,277.79
CUST100661,Pune,48,Male,Broadband,1-Year,21,1404.66
CUST100662,Bangalore,63,Male,Broadband,2-Year,16,1263.85
CUST100663,Gurgaon,43,Female,Broadband,1-Year,29,1364.32
CUST100664,Delhi,52,Male,Broadband,Month-to-Month,8,1823.72
CUST100665,Delhi,53,Female,Broadband,1-Year,31,1322.22
CUST100666,Gurgaon,28,Female,Broadband,Month-to-Month,6,1474.6
CUST100667,Delhi,33,Male,Prepaid,No Contract,34,323.16
CUST100668,Delhi,46,Female,Postpaid,1-Year,34,1303.47
CUST100669,Gurgaon,62,Female,Broadband,Month-to-Month,21,1630.97
CUST100670,Delhi,35,Male,Prepaid,No Contract,24,311.57
CUST100671,Noida,28,Female,Broadband,2-Year,15,1687.0
CUST100672,Delhi,28,Male,Postpaid,1-Year,24,960.14
CUST100673,Mumbai,26,Male,Postpaid,1-Year,23,1427.35
CUST100674,Mumbai,42,Female,Broadband,Month-to-Month,9,904.17
CUST100675,Pune,49,Female,Postpaid,Month-to-Month,11,685.73
CUST100676,Delhi,51,Male,Postpaid,Month-to-Month,14,1308.79
CUST100677,Gurgaon,20,Male,Postpaid,1-Year,37,784.08
CUST100678,Pune,31,Male,Prepaid,No Contract,10,235.56
CUST100679,Noida,65,Female,Prepaid,No Contract,24,321.61
CUST100680,Noida,57,Male,Prepaid,No Contract,30,284.89
CUST100681,Gurgaon,42,Female,Prepaid,No Contract,7,443.59
CUST100682,Delhi,33,Male,Prepaid,No Contract,29,462.06
CUST100683,Bangalore,53,Female,Broadband,1-Year,33,1008.08
CUST100684,Pune,26,Female,Postpaid,Month-to-Month,16,1468.32
CUST100685,Mumbai,21,Male,Prepaid,No Contract,11,438.57
CUST100686,Mumbai,62,Male,Broadband,Month-to-Month,11,1479.03
CUST100687,Gurgaon,19,Male,Prepaid,No Contract,23,307.67
CUST100688,Noida,42,Female,Prepaid,No Contract,22,334.33
CUST100689,Delhi,39,Female,Broadband,Month-to-Month,5,898.51
CUST100690,Gurgaon,22,Female,Prepaid,No Contract,12,356.69
CUST100691,Mumbai,38,Male,Prepaid,No Contract,5,356.22
CUST100692,Mumbai,27,Female,Prepaid,No Contract,35,382.51
CUST100693,Gurgaon,40,Male,Broadband,Month-to-Month,11,1760.69
CUST100694,Delhi,44,Female,Postpaid,Month-to-Month,18,761.79
CUST100695,Bangalore,47,Female,Postpaid,1-Year,24,826.28
CUST100696,Gurgaon,21,Female,Prepaid,No Contract,6,303.13
CUST100697,Mumbai,23,Male,Broadband,2-Year,64,1063.41
CUST100698,Delhi,43,Female,Broadband,Month-to-Month,19,1865.5
CUST100699,Mumbai,27,Female,Prepaid,No Contract,13,202.09
CUST100700,Mumbai,22,Male,Prepaid,No Contract,3,407.31
CUST100701,Delhi,56,Female,Postpaid,1-Year,14,1221.48
CUST100702,Gurgaon,54,Male,Prepaid,No Contract,36,450.48
CUST100703,Delhi,57,Other,Prepaid,No Contract,6,444.27
CUST100704,Delhi,18,Female,Postpaid,2-Year,34,1260.44
CUST100705,Pune,51,Female,Postpaid,Month-to-Month,20,900.04
CUST100706,Gurgaon,65,Male,Postpaid,2-Year,56,988.73
CUST100707,Noida,25,Male,Prepaid,No Contract,30,333.2
CUST100708,Gurgaon,38,Female,Prepaid,No Contract,5,249.18
CUST100709,Bangalore,48,Female,Broadband,Month-to-Month,18,1257.4
CUST100710,Noida,64,Female,Broadband,Month-to-Month,2,2149.8
CUST100711,Mumbai,40,Male,Broadband,Month-to-Month,22,1602.75
CUST100712,Mumbai,28,Female,Prepaid,No Contract,36,448.11
CUST100713,Mumbai,33,Female,Postpaid,Month-to-Month,5,1165.94
CUST100714,Gurgaon,44,Female,Prepaid,No Contract,27,414.35
CUST100715,Pune,24,Male,Prepaid,No Contract,5,224.19
CUST100716,Noida,41,Male,Postpaid,2-Year,15,1399.98
CUST100717,Pune,49,Male,Broadband,Month-to-Month,9,1547.32
CUST100718,Delhi,52,Female,Broadband,Month-to-Month,20,1233.67
CUST100719,Bangalore,48,Female,Broadband,Month-to-Month,18,1927.67
CUST100720,Pune,64,Male,Prepaid,No Contract,20,498.13
CUST100721,Delhi,46,Male,Postpaid,Month-to-Month,3,600.55
CUST100722,Delhi,21,Female,Prepaid,No Contract,17,230.77
CUST100723,Bangalore,52,Male,Broadband,1-Year,24,2379.84
CUST100724,Mumbai,28,Male,Prepaid,No Contract,22,309.76
CUST100725,Noida,51,Male,Prepaid,No Contract,5,431.98
CUST100726,Delhi,56,Male,Broadband,Month-to-Month,13,2117.72
CUST100727,Noida,32,Male,Broadband,Month-to-Month,20,2152.48
CUST100728,Gurgaon,31,Female,Broadband,1-Year,15,1194.71
CUST100729,Delhi,38,Male,Broadband,Month-to-Month,11,1251.44
CUST100730,Delhi,24,Male,Postpaid,Month-to-Month,2,1191.1
CUST100731,Noida,34,Female,Postpaid,2-Year,19,926.97
CUST100732,Bangalore,59,Female,Prepaid,No Contract,3,324.02
CUST100733,Mumbai,35,Male,Prepaid,No Contract,9,269.5
CUST100734,Gurgaon,31,Male,Postpaid,Month-to-Month,12,698.79
CUST100735,Noida,55,Male,Broadband,Month-to-Month,2,1116.75
CUST100736,Gurgaon,46,Male,Broadband,1-Year,14,1974.22
CUST100737,Noida,27,Male,Prepaid,No Contract,8,443.14
CUST100738,Mumbai,34,Female,Postpaid,2-Year,32,889.83
CUST100739,Gurgaon,49,Male,Prepaid,No Contract,28,324.51
CUST100740,Mumbai,37,Male,Prepaid,No Contract,30,259.03
CUST100741,Gurgaon,34,Male,Prepaid,No Contract,1,304.47
CUST100742,Bangalore,63,Female,Postpaid,Month-to-Month,24,893.17
CUST100743,Mumbai,24,Male,Prepaid,No Contract,31,389.91
CUST100744,Gurgaon,56,Male,Postpaid,Month-to-Month,11,1407.95
CUST100745,Noida,61,Male,Broadband,1-Year,31,923.92
CUST100746,Gurgaon,47,Female,Prepaid,No Contract,21,448.65
CUST100747,Mumbai,55,Female,Postpaid,Month-to-Month,14,744.74
CUST100748,Pune,57,Male,Postpaid,2-Year,39,778.78
CUST100749,Bangalore,58,Male,Postpaid,Month-to-Month,19,782.34
CUST100750,Delhi,27,Male,Prepaid,No Contract,32,402.28
CUST100751,Pune,49,Male,Prepaid,No Contract,20,356.96
CUST100752,Bangalore,43,Female,Prepaid,No Contract,36,441.13
CUST100753,Gurgaon,65,Female,Postpaid,1-Year,22,875.76
CUST100754,Delhi,34,Male,Broadband,2-Year,28,1990.4
CUST100755,Noida,18,Male,Broadband,1-Year,17,1501.5
CUST100756,Bangalore,56,Female,Prepaid,No Contract,33,294.6
CUST100757,Mumbai,43,Female,Broadband,Month-to-Month,14,1941.63
CUST100758,Noida,47,Female,Prepaid,No Contract,25,387.85
CUST100759,Noida,26,Female,Postpaid,Month-to-Month,19,1301.32
CUST100760,Delhi,61,Female,Postpaid,1-Year,15,626.71
CUST100761,Gurgaon,50,Male,Prepaid,No Contract,32,278.42
CUST100762,Gurgaon,43,Male,Prepaid,No Contract,19,457.08
CUST100763,Bangalore,59,Female,Prepaid,No Contract,13,301.52
CUST100764,Delhi,27,Male,Prepaid,No Contract,16,238.73
CUST100765,Mumbai,59,Male,Broadband,1-Year,45,1042.27
CUST100766,Noida,49,Other,Postpaid,1-Year,32,1175.8
CUST100767,Noida,56,Male,Broadband,Month-to-Month,18,2109.16
CUST100768,Gurgaon,64,Male,Postpaid,1-Year,7,622.97
CUST100769,Noida,59,Female,Postpaid,2-Year,63,1337.71
CUST100770,Delhi,65,Male,Prepaid,No Contract,33,403.75
CUST100771,Noida,65,Male,Postpaid,Month-to-Month,23,1044.99
CUST100772,Delhi,50,Male,Postpaid,1-Year,10,948.97
CUST100773,Gurgaon,44,Male,Postpaid,Month-to-Month,19,1418.64
CUST100774,Noida,60,Male,Broadband,Month-to-Month,19,1592.56
CUST100775,Delhi,46,Female,Broadband,1-Year,36,1112.06
CUST100776,Gurgaon,36,Female,Prepaid,No Contract,1,212.68
CUST100777,Bangalore,35,Male,Broadband,1-Year,10,1169.55
CUST100778,Bangalore,52,Male,Postpaid,1-Year,46,1139.15
CUST100779,Bangalore,64,Female,Postpaid,Month-to-Month,13,734.72
CUST100780,Bangalore,45,Male,Postpaid,2-Year,71,1411.31
CUST100781,Mumbai,55,Female,Postpaid,1-Year,17,1354.11
CUST100782,Gurgaon,27,Female,Postpaid,Month-to-Month,14,1249.37
CUST100783,Gurgaon,20,Male,Prepaid,No Contract,22,403.34
CUST100784,Delhi,59,Male,Postpaid,1-Year,24,1447.85
